fieldsample_barcode	sampling_method	cell.10km_representative	extraction_method	extraction_id1	extraction_id2	extractionplate_id1	extractionplate_id2	extraction_row1	extraction_row2	extraction_col1	extraction_col2	extraction_conc1	extraction_conc2	library_method	library_id1	library_id2	libraryplate_id1	libraryplate_id2	library_row1	library_row2	library_col1	library_col2	library_conc1	library_conc2	sequencing_method	sequencing_id1	sequencing_id2	internal_name	before_total_reads	after_total_reads	passed_filter_reads	corrected_reads	low_quality_reads	too_many_N_reads	too_short_reads	too_long_reads	before_total_bases	before_q20_bases	before_q30_bases	after_total_bases	after_q20_bases	after_q30_bases	corrected_bases	before_read1_mean_length	before_read2_mean_length	after_read1_mean_length	after_read2_mean_length	before_q20_rate	before_q30_rate	after_q20_rate	after_q30_rate	duplication_rate	before_gc_content	after_gc_content	peak_length
MFD00011	MFD-SEDIMENT	Yes	PowerSoil-Pro-HT	EXT-MJ038-D4		EXT00003		D		4		3.46		ILLUMINA-DNA-PREP.V2	LIB-MJ044-D4		LIB00003		D		4		1.7426		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ044-D4_03		LIB-MJ044-D4_03.fastq.gz	40472614	27650204	33857716	842525	396112	42	6218744	0	6111364714	5980820469	5789755157	4009783816	3978233725	3883406039	1053719	151	151	145	144	1	0.9	1	1	0.2	0.6	0.6	151
MFD00012	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-F11		EXT00001		F		11		15.51		ILLUMINA-DNA-PREP.V2	LIB-MJ050-F11		LIB00001		F		11		4.3305		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-F11_02		LIB-MJ050-F11_02.fastq.gz	34718718	25024188	30253764	618630	347444	28	4117482	0	5242526418	5133300675	4980438848	3646158219	3620575912	3541182336	767605	151	151	145	145	1	1	1	1	0.2	0.6	0.6	151
MFD00013	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-A10		EXT00001		A		10		29.98		ILLUMINA-DNA-PREP.V2	LIB-MJ050-A10		LIB00001		A		10		5.66373		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-A10_02		LIB-MJ050-A10_02.fastq.gz	36039194	27290372	32498762	589690	294900	38	3245494	0	5441918294	5344006014	5188866960	4020441733	3991198009	3900898059	712759	151	151	147	147	1	1	1	1	0.1	0.6	0.6	189
MFD00014	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-H2		EXT00001		H		2		0.25		ILLUMINA-DNA-PREP.V2	LIB-MJ050-H2		LIB00001		H		2		2.23041		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-H2_02		LIB-MJ050-H2_02.fastq.gz	79516054	45632038	60097482	1471382	757318	34	18661220	0	12006924154	11642012503	11250405904	6383664782	6338201240	6198423553	1840362	151	151	139	139	1	0.9	1	1	0.2	0.6	0.6	151
MFD00015	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ037-C12		EXT00002		C		12		0.35		ILLUMINA-DNA-PREP.V2	LIB-MJ051-C12		LIB00002		C		12		0.44093		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ051-C12_02		LIB-MJ051-C12_02.fastq.gz	31113674	21052644	26270436	538171	272838	18	4570382	0	4698164774	4577506285	4411951105	3088298341	3062490012	2983175855	680146	151	151	146	146	1	0.9	1	1	0.2	0.6	0.6	151
MFD00016	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-B7		EXT00001		B		7		17.61		ILLUMINA-DNA-PREP.V2	LIB-MJ050-B7		LIB00001		B		7		4.17262		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-B7_02		LIB-MJ050-B7_02.fastq.gz	41156590	29871776	36554228	689028	327822	28	4274512	0	6214645090	6109097470	5946473355	4340994732	4314082383	4229390214	841736	151	151	145	145	1	1	1	1	0.2	0.6	0.6	151
MFD00017	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ039-G1		EXT00004		G		1		36.32		ILLUMINA-DNA-PREP.V2	LIB-MJ054-G1		LIB00004		G		1		2.85072		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ054-G1_03		LIB-MJ054-G1_03.fastq.gz	29725884	22347742	26965268	301328	356884	42	2403690	0	4488608484	4396093379	4244740875	3333052394	3300856370	3209798999	372079	151	151	149	148	1	0.9	1	1	0.2	0.6	0.6	151
MFD00018	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-H9		EXT00001		H		9		16.84		ILLUMINA-DNA-PREP.V2	LIB-MJ050-H9		LIB00001		H		9		3.55863		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-H9_02		LIB-MJ050-H9_02.fastq.gz	38328310	27098820	32108632	701652	323666	10	5896002	0	5787574810	5659383919	5495106845	3870047317	3845753037	3769058262	855931	151	151	142	142	1	0.9	1	1	0.1	0.6	0.6	151
MFD00019	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-A11		EXT00001		A		11		27.78		ILLUMINA-DNA-PREP.V2	LIB-MJ050-A11		LIB00001		A		11		3.94958		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-A11_02		LIB-MJ050-A11_02.fastq.gz	41152290	30164804	36321994	685891	339568	10	4490718	0	6213995790	6099649784	5927989859	4400847184	4372041062	4281688739	842171	151	151	145	145	1	1	1	1	0.2	0.6	0.6	151
MFD00020	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-E2		EXT00001		E		2		2		ILLUMINA-DNA-PREP.V2	LIB-MJ050-E2		LIB00001		E		2		0.67163		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-E2_02		LIB-MJ050-E2_02.fastq.gz	40120126	29534544	36057416	750907	320356	14	3742340	0	6058139026	5953523789	5793207292	4283711496	4256401823	4170239433	916314	151	151	145	145	1	1	1	1	0.2	0.6	0.6	151
MFD00021	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-A7		EXT00001		A		7		41.59		ILLUMINA-DNA-PREP.V2	LIB-MJ050-A7		LIB00001		A		7		6.50828		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-A7_02		LIB-MJ050-A7_02.fastq.gz	36771188	27442416	32986366	568564	369384	38	3415400	0	5552449388	5441782435	5288049276	4032387755	4004494431	3918977371	686669	151	151	146	146	1	1	1	1	0.2	0.6	0.6	151
MFD00022	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-G2		EXT00001		G		2		12.6		ILLUMINA-DNA-PREP.V2	LIB-MJ050-G2		LIB00001		G		2		4.61619		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-G2_02		LIB-MJ050-G2_02.fastq.gz	31887942	24175152	29131106	416157	300414	20	2456402	0	4815079242	4733464349	4599402812	3576492125	3551577587	3474506810	505201	151	151	147	147	1	1	1	1	0.2	0.6	0.6	151
MFD00023	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ037-H2		EXT00002		H		2		24.22		ILLUMINA-DNA-PREP.V2	LIB-MJ051-H2		LIB00002		H		2		2.49038		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ051-H2_02		LIB-MJ051-H2_02.fastq.gz	31081764	22978240	28436900	251622	317612	26	2327226	0	4693346364	4602494803	4446643318	3430712385	3397990442	3302790021	308682	151	151	149	149	1	0.9	1	1	0.2	0.6	0.6	271
MFD00024	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-B4		EXT00001		B		4		42.65		ILLUMINA-DNA-PREP.V2	LIB-MJ050-B4		LIB00001		B		4		4.77408		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-B4_02		LIB-MJ050-B4_02.fastq.gz	39965058	27444000	33843732	683584	294552	30	5826744	0	6034723758	5922123863	5752928235	3918315167	3894737189	3820313327	831866	151	151	142	142	1	1	1	1	0.2	0.6	0.7	151
MFD00025	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-A4		EXT00001		A		4		35.75		ILLUMINA-DNA-PREP.V2	LIB-MJ050-A4		LIB00001		A		4		5.30286		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-A4_02		LIB-MJ050-A4_02.fastq.gz	32235852	23738602	28342320	515954	279136	30	3614366	0	4867613652	4778457973	4648628675	3450133634	3428683088	3361755205	625712	151	151	145	145	1	1	1	1	0.1	0.6	0.7	151
MFD00026	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-C9		EXT00001		C		9		20.92		ILLUMINA-DNA-PREP.V2	LIB-MJ050-C9		LIB00001		C		9		7.86407		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-C9_02		LIB-MJ050-C9_02.fastq.gz	38856684	29241296	35621938	460939	358388	24	2876334	0	5867359284	5765567532	5588654940	4347041043	4311848678	4205139844	559037	151	151	148	148	1	1	1	1	0.2	0.6	0.6	210
MFD00027	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ037-H4		EXT00002		H		4		19.08		ILLUMINA-DNA-PREP.V2	LIB-MJ051-H4		LIB00002		H		4		2.48363		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ051-H4_02		LIB-MJ051-H4_02.fastq.gz	39210370	28632236	35417036	308515	461540	42	3331752	0	5920765870	5804889189	5613753107	4263494547	4223975683	4111646245	378940	151	151	149	148	1	0.9	1	1	0.2	0.6	0.6	151
MFD00028	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-E1		EXT00001		E		1		55.7		ILLUMINA-DNA-PREP.V2	LIB-MJ050-E1		LIB00001		E		1		4.74651		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-E1_02		LIB-MJ050-E1_02.fastq.gz	33368090	24442554	29911786	417940	300850	20	3155434	0	5038581590	4944226950	4797371561	3596603184	3568909891	3486963737	506002	151	151	147	147	1	1	1	1	0.2	0.6	0.6	151
MFD00029	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-D11		EXT00001		D		11		29.55		ILLUMINA-DNA-PREP.V2	LIB-MJ050-D11		LIB00001		D		11		4.73398		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-D11_02		LIB-MJ050-D11_02.fastq.gz	23486106	17402620	20691006	106013	454346	34	2340720	0	3546402006	3444860316	3294353495	2603719316	2570624715	2483045770	134420	151	151	149	149	1	0.9	1	1	0.1	0.6	0.6	151
MFD00030	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-H11		EXT00001		H		11		40.84		ILLUMINA-DNA-PREP.V2	LIB-MJ050-H11		LIB00001		H		11		3.94206		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-H11_02		LIB-MJ050-H11_02.fastq.gz	35931938	27584538	32837338	221627	427322	42	2667236	0	5425722638	5320747828	5144960014	4125355115	4087922962	3980730950	271430	151	151	149	149	1	0.9	1	1	0.1	0.6	0.6	261
MFD00031	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-C11		EXT00001		C		11		25.32		ILLUMINA-DNA-PREP.V2	LIB-MJ050-C11		LIB00001		C		11		6.88419		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-C11_02		LIB-MJ050-C11_02.fastq.gz	27092620	20749288	24818918	320121	219486	34	2054182	0	4090985620	4011298596	3868664734	3093879316	3062947473	2971616113	390072	151	151	149	149	1	0.9	1	1	0.2	0.6	0.6	230
MFD00032	MFD-SEDIMENT	No	PowerSoil-Pro-HT	EXT-MJ040-C2		EXT00005		C		2		2.37		ILLUMINA-DNA-PREP.V2	LIB-MJ048-C2		LIB00005		C		2		1.57824		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ048-C2_04		LIB-MJ048-C2_04.fastq.gz	29071954	21525680	25802334	394992	306612	28	2962980	0	4389865054	4293120563	4143878344	3190692944	3161696250	3076731889	481584	151	151	148	148	1	0.9	1	1	0.1	0.6	0.6	151
MFD00033	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-F4		EXT00001		F		4		5.87		ILLUMINA-DNA-PREP.V2	LIB-MJ050-F4		LIB00001		F		4		4.05233		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-F4_02		LIB-MJ050-F4_02.fastq.gz	35977916	26929794	32294802	683204	250972	34	3432108	0	5432665316	5341827566	5182611417	3928944577	3900586769	3810960414	836483	151	151	145	145	1	1	1	1	0.2	0.6	0.6	168
MFD00034	MFD-SEDIMENT	Yes	PowerSoil-Pro-HT	EXT-MJ038-F8		EXT00003		F		8		0.97		ILLUMINA-DNA-PREP.V2	LIB-MJ044-F8		LIB00003		F		8		1.36761		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ044-F8_03		LIB-MJ044-F8_03.fastq.gz	40361128	24769072	29127086	927533	337110	22	10896910	0	6094530328	5896893886	5675846195	3430659327	3404714853	3323814679	1153554	151	151	138	138	1	0.9	1	1	0.1	0.6	0.6	151
MFD00035	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ037-C7		EXT00002		C		7		20.69		ILLUMINA-DNA-PREP.V2	LIB-MJ051-C7		LIB00002		C		7		2.78959		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ051-C7_02		LIB-MJ051-C7_02.fastq.gz	34121994	26009038	31431274	261436	351394	44	2339282	0	5152421094	5055872192	4897278065	3884673025	3851702784	3754223111	323599	151	151	149	149	1	1	1	1	0.2	0.6	0.6	263
MFD00036	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-E9		EXT00001		E		9		23.62		ILLUMINA-DNA-PREP.V2	LIB-MJ050-E9		LIB00001		E		9		5.31288		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-E9_02		LIB-MJ050-E9_02.fastq.gz	35612438	25917284	30474550	594431	304434	16	4833438	0	5377478138	5281118804	5135308081	3733061354	3709783927	3637276852	721847	151	151	144	144	1	1	1	1	0.1	0.6	0.6	151
MFD00037	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-G8		EXT00001		G		8		14.26		ILLUMINA-DNA-PREP.V2	LIB-MJ050-G8		LIB00001		G		8		3.83931		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-G8_02		LIB-MJ050-G8_02.fastq.gz	34661332	25470232	30461726	452871	339976	24	3859606	0	5233861132	5125095147	4963216859	3752306366	3722747713	3633643600	546798	151	151	147	147	1	0.9	1	1	0.1	0.6	0.6	151
MFD00038	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ039-F9		EXT00004		F		9		72.35		ILLUMINA-DNA-PREP.V2	LIB-MJ054-F9		LIB00004		F		9		2.3198		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ054-F9_03		LIB-MJ054-F9_03.fastq.gz	33194258	24252734	29396584	357996	485766	44	3311864	0	5012332958	4893891355	4712575316	3604018637	3566242072	3462107949	445457	151	151	148	148	1	0.9	1	1	0.2	0.6	0.6	151
MFD00039	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-H4		EXT00001		H		4		73.42		ILLUMINA-DNA-PREP.V2	LIB-MJ050-H4		LIB00001		H		4		3.71651		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-H4_02		LIB-MJ050-H4_02.fastq.gz	80914266	56128020	67810702	1381339	590146	46	12513372	0	12218054166	11976544573	11631834788	8004014767	7954329994	7794308099	1662592	151	151	142	142	1	1	1	1	0.1	0.6	0.6	151
MFD00040	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-F7		EXT00001		F		7		57.65		ILLUMINA-DNA-PREP.V2	LIB-MJ050-F7		LIB00001		F		7		4.59865		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-F7_02		LIB-MJ050-F7_02.fastq.gz	41569242	29150234	35452710	710295	368968	18	5747546	0	6276955542	6144365119	5963407646	4208422702	4180595217	4093799370	860965	151	151	144	144	1	1	1	1	0.2	0.6	0.6	151
MFD00041	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-B12		EXT00001		B		12		24.22		ILLUMINA-DNA-PREP.V2	LIB-MJ050-B12		LIB00001		B		12		4.07488		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-B12_02		LIB-MJ050-B12_02.fastq.gz	28992824	22048798	25704496	574058	223322	16	3064990	0	4377916424	4296486481	4165193199	3219435601	3195287547	3119690658	700401	151	151	145	146	1	1	1	1	0.1	0.6	0.6	178
MFD00042	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-G3		EXT00001		G		3		39.49		ILLUMINA-DNA-PREP.V2	LIB-MJ050-G3		LIB00001		G		3		4.65379		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-G3_02		LIB-MJ050-G3_02.fastq.gz	35422562	26453430	32299634	460815	324424	20	2798484	0	5348806862	5257930648	5109698879	3913433545	3885925629	3800421177	562504	151	151	147	147	1	1	1	1	0.2	0.6	0.6	151
MFD00044	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-F5		EXT00001		F		5		16.73		ILLUMINA-DNA-PREP.V2	LIB-MJ050-F5		LIB00001		F		5		3.24537		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-F5_02		LIB-MJ050-F5_02.fastq.gz	35709690	26109052	31078040	614257	273214	20	4358416	0	5392163190	5294635472	5147618995	3758942179	3736260339	3664209772	750345	151	151	143	143	1	1	1	1	0.1	0.6	0.6	151
MFD00045	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-F8	EXT-MJ397-G10	EXT00001	REPREP7	F	G	8	10	28.51	25.18	ILLUMINA-DNA-PREP.V2	LIB-MJ050-F8	LIB-MJ408-G10	LIB00001	REPREP7	F	G	8	10	2.38328	1.95	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-F8_02	LIB-MJ408-G10_04	LIB-MJ050-F8_02_v_LIB-MJ408-G10_04.fastq.gz	38244522	27455908	30230988	447896	1278108	26	6735400	0	5774922822	5529318634	5222424891	4041194161	3978304248	3822771431	557282	151	151	146	146	1	0.9	1	1	0.1	0.6	0.6	151
MFD00046	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-C4		EXT00001		C		4		26.29		ILLUMINA-DNA-PREP.V2	LIB-MJ050-C4		LIB00001		C		4		4.10997		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-C4_02		LIB-MJ050-C4_02.fastq.gz	33937006	25577292	31636842	311831	319652	36	1980476	0	5124487906	5043514743	4901023658	3821571046	3793262947	3707012428	379158	151	151	149	149	1	1	1	1	0.2	0.6	0.6	232
MFD00048	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-B10		EXT00001		B		10		13.85		ILLUMINA-DNA-PREP.V2	LIB-MJ050-B10		LIB00001		B		10		4.31296		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-B10_02		LIB-MJ050-B10_02.fastq.gz	35532632	26246630	31351374	611316	268506	8	3912744	0	5365427432	5269394964	5122144808	3810028613	3785567475	3708025728	749431	151	151	145	145	1	1	1	1	0.1	0.6	0.6	151
MFD00049	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-A9		EXT00001		A		9		40.48		ILLUMINA-DNA-PREP.V2	LIB-MJ050-A9		LIB00001		A		9		5.12242		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-A9_02		LIB-MJ050-A9_02.fastq.gz	34977666	25997408	30668574	670964	247482	22	4061588	0	5281627566	5179879766	5020202019	3773149603	3745217172	3657703542	819562	151	151	145	145	1	1	1	1	0.1	0.6	0.6	157
MFD00050	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-E5		EXT00001		E		5		10.36		ILLUMINA-DNA-PREP.V2	LIB-MJ050-E5		LIB00001		E		5		4.60366		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-E5_02		LIB-MJ050-E5_02.fastq.gz	36365916	27103688	32240808	769729	254790	14	3870304	0	5491253316	5387547451	5220708040	3934578181	3905000649	3813009198	939581	151	151	145	145	1	1	1	1	0.1	0.6	0.6	168
MFD00051	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-D10		EXT00001		D		10		17.44		ILLUMINA-DNA-PREP.V2	LIB-MJ050-D10		LIB00001		D		10		4.85678		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-D10_02		LIB-MJ050-D10_02.fastq.gz	23505326	16956444	20321528	74048	529632	16	2654150	0	3549304226	3435033590	3267743472	2537497448	2500798891	2406775001	97193	151	151	150	149	1	0.9	1	0.9	0.1	0.6	0.6	151
MFD00052	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-B1	EXT-MJ397-A10	EXT00001	REPREP7	B	A	1	10	13.67	10.38	ILLUMINA-DNA-PREP.V2	LIB-MJ050-B1	LIB-MJ408-A10	LIB00001	REPREP7	B	A	1	10	4.80916	1.27	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-B1_02	LIB-MJ408-A10_04	LIB-MJ050-B1_02_v_LIB-MJ408-A10_04.fastq.gz	24518178	18127786	19223438	279186	729658	10	4565072	0	3702244878	3537962420	3310467121	2688509245	2637173963	2509953916	360050	151	151	146.5	146.5	1	0.9	1	1	0.1	0.6	0.6	151
MFD00053	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-H6		EXT00001		H		6		25		ILLUMINA-DNA-PREP.V2	LIB-MJ050-H6		LIB00001		H		6		3.85435		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-H6_02		LIB-MJ050-H6_02.fastq.gz	36669518	26731558	31759674	670187	262962	16	4646866	0	5537097218	5437272528	5286641713	3855830831	3831242105	3753083664	822834	151	151	144	144	1	1	1	1	0.1	0.6	0.6	151
MFD00054	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-F2		EXT00001		F		2		9.83		ILLUMINA-DNA-PREP.V2	LIB-MJ050-F2		LIB00001		F		2		2.1452		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-F2_02		LIB-MJ050-F2_02.fastq.gz	32649212	23973184	28803648	673392	220784	10	3624770	0	4930031012	4841110987	4699968090	3457290474	3433646285	3358696572	825261	151	151	144	144	1	1	1	1	0.1	0.6	0.6	151
MFD00055	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-F9		EXT00001		F		9		25.19		ILLUMINA-DNA-PREP.V2	LIB-MJ050-F9		LIB00001		F		9		5.09736		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-F9_02		LIB-MJ050-F9_02.fastq.gz	39159886	28296276	33593650	681210	333156	22	5233058	0	5913142786	5795247635	5628649316	4077754304	4051531939	3969244372	832806	151	151	144	144	1	1	1	1	0.1	0.6	0.6	151
MFD00056	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-H8		EXT00001		H		8		19.78		ILLUMINA-DNA-PREP.V2	LIB-MJ050-H8		LIB00001		H		8		4.33802		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-H8_02		LIB-MJ050-H8_02.fastq.gz	100202076	72423150	86798360	1521392	854768	68	12548880	0	15130513476	14804206816	14395608540	10466235404	10400036804	10194239778	1861464	151	151	144	144	1	1	1	1	0.1	0.6	0.6	151
MFD00057	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-G11		EXT00001		G		11		75.75		ILLUMINA-DNA-PREP.V2	LIB-MJ050-G11		LIB00001		G		11		5.02719		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-G11_02		LIB-MJ050-G11_02.fastq.gz	34951030	26612596	31860090	424811	310950	40	2779950	0	5277605530	5174470793	5003325937	3958720052	3923317188	3817504389	514427	151	151	148	148	1	0.9	1	1	0.2	0.6	0.6	220
MFD00058	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-G10		EXT00001		G		10		32.18		ILLUMINA-DNA-PREP.V2	LIB-MJ050-G10		LIB00001		G		10		4.53099		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-G10_02		LIB-MJ050-G10_02.fastq.gz	32556522	24944514	29914894	388987	241710	30	2399888	0	4916034822	4833477263	4684738408	3710551241	3680260039	3587722323	470992	151	151	148	148	1	1	1	1	0.2	0.6	0.6	220
MFD00059	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-B9		EXT00001		B		9		11.57		ILLUMINA-DNA-PREP.V2	LIB-MJ050-B9		LIB00001		B		9		4.04481		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-B9_02		LIB-MJ050-B9_02.fastq.gz	36485524	24135300	26360224	3097996	1573978	10	8551312	0	5509314124	5209693140	4862536193	3488725519	3414500419	3245777561	4233948	151	151	145	143	0.9	0.9	1	0.9	0.1	0.6	0.6	151
MFD00060	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ019-D1		EXT00001		D		1		6.08		ILLUMINA-DNA-PREP.V2	LIB-MJ050-D1		LIB00001		D		1		4.42573		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-D1_02		LIB-MJ050-D1_02.fastq.gz	24148854	17914802	21453984	92776	426340	24	2268506	0	3646476954	3550627436	3402200990	2682293879	2649669595	2562598100	118982	151	151	150	149	1	0.9	1	1	0.1	0.6	0.6	151
MFD00061	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-H7		EXT00001		H		7		12.19		ILLUMINA-DNA-PREP.V2	LIB-MJ050-H7		LIB00001		H		7		3.5862		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-H7_02		LIB-MJ050-H7_02.fastq.gz	47031012	34547046	41313918	675955	411680	44	5305370	0	7101682812	6958921831	6747488672	5042533129	5005284771	4891223496	831792	151	151	145	145	1	1	1	1	0.1	0.6	0.6	151
MFD00062	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-B2		EXT00001		B		2		0.8		ILLUMINA-DNA-PREP.V2	LIB-MJ050-B2		LIB00001		B		2		4.26785		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-B2_02		LIB-MJ050-B2_02.fastq.gz	32413012	23829676	28697714	589667	259876	26	3455396	0	4894364812	4809996158	4681854781	3441553635	3420541027	3354157009	723496	151	151	144	144	1	1	1	1	0.2	0.6	0.6	151
MFD00063	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ037-C5		EXT00002		C		5		32.77		ILLUMINA-DNA-PREP.V2	LIB-MJ051-C5		LIB00002		C		5		4.23163		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ051-C5_02		LIB-MJ051-C5_02.fastq.gz	30791382	23244078	28075224	245918	376782	34	2339342	0	4649498682	4557462466	4407768316	3471139402	3440447036	3351340319	298865	151	151	149	149	1	0.9	1	1	0.2	0.6	0.6	151
MFD00064	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ039-C9		EXT00004		C		9		10.13		ILLUMINA-DNA-PREP.V2	LIB-MJ054-C9		LIB00004		C		9		1.69474		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ054-C9_03		LIB-MJ054-C9_03.fastq.gz	29250096	21884234	26088386	319662	376252	28	2785430	0	4416764496	4318818846	4168657064	3255032173	3224264458	3137085918	398037	151	151	148	148	1	0.9	1	1	0.1	0.6	0.6	151
MFD00065	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ019-H10		EXT00001		H		10		43.94		ILLUMINA-DNA-PREP.V2	LIB-MJ050-H10		LIB00001		H		10		4.17011		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ050-H10_02		LIB-MJ050-H10_02.fastq.gz	40365030	29139312	34940572	689402	383198	40	5041220	0	6095119530	5978079705	5801469183	4218707275	4189966102	4099370718	833398	151	151	144	144	1	1	1	1	0.1	0.6	0.6	151
