fieldsample_barcode	BioProject	BioSample	Metagenome	Metagenome_assembly	EUK_operon	BAC_operon	UMI_16SrRNA
MFD00352	PRJNA1071982	SAMN39865226	SRX23599938	MFD00352.fa	SRX23628112	SRX23628111	SRX23662438
MFD00353	PRJNA1071982	SAMN39865227	SRX23599939	MFD00353.fa	SRX23628114	SRX23628113	SRX23662439
MFD00354	PRJNA1071982	SAMN39865228	SRX23599940	MFD00354.fa	SRX23628116	SRX23628115	SRX23662441
MFD00355	PRJNA1071982	SAMN39865229	SRX23599941	MFD00355.fa	SRX23628119	SRX23628118	SRX23662442
MFD00356	PRJNA1071982	SAMN39865230	SRX23599630	MFD00356.fa	SRX23628121	SRX23628120	SRX23662443
MFD00357	PRJNA1071982	SAMN39865231	SRX23599631	MFD00357.fa	SRX23628123	SRX23628122	SRX23662444
MFD00358	PRJNA1071982	SAMN39865232	SRX23599632	MFD00358.fa	SRX23628125	SRX23628124	SRX23662445
MFD00359	PRJNA1071982	SAMN39865233	SRX23599635	MFD00359.fa	SRX23628127	SRX23628126	SRX23662446
MFD00360	PRJNA1071982	SAMN39865234	SRX23599636	MFD00360.fa	SRX23628130	SRX23628129	SRX23662447
MFD00361	PRJNA1071982	SAMN39865235	SRX23599637	MFD00361.fa	SRX23627620	SRX23627619	SRX23662448
MFD00362	PRJNA1071982	SAMN39865236	SRX23599638	MFD00362.fa	SRX23627622	SRX23627621	SRX23662449
MFD00363	PRJNA1071982	SAMN39865237	SRX23599639	MFD00363.fa	SRX23627624	SRX23627623	SRX23662450
MFD00364	PRJNA1071982	SAMN39865238	SRX23599640	MFD00364.fa	SRX23627626	SRX23627625	SRX23662452
MFD00365	PRJNA1071982	SAMN39865239	SRX23599641	MFD00365.fa	SRX23627629	SRX23627628	SRX23662453
MFD00366	PRJNA1071982	SAMN39865240	SRX23599642	MFD00366.fa	SRX23627631	SRX23627630	SRX23662454
MFD00367	PRJNA1071982	SAMN39865241	SRX23599643	MFD00367.fa	SRX23627633	SRX23627632	SRX23662455
MFD00368	PRJNA1071982	SAMN39865242	SRX23599644	MFD00368.fa	SRX23627635	SRX23627634	SRX23662456
MFD00369	PRJNA1071982	SAMN39865243	SRX23599646	MFD00369.fa	SRX23627637	SRX23627636	SRX23662457
MFD00370	PRJNA1071982	SAMN39865244	SRX23599647	MFD00370.fa	SRX23627640	SRX23627639	SRX23662458
MFD00371	PRJNA1071982	SAMN39865245	SRX23599648	MFD00371.fa	SRX23627642	SRX23627641	SRX23662551
MFD00372	PRJNA1071982	SAMN39865246	SRX23599649	MFD00372.fa	SRX23627644	SRX23627643	SRX23662552
MFD00373	PRJNA1071982	SAMN39865247	SRX23599650	MFD00373.fa	SRX23627646	SRX23627645	SRX23662553
MFD00374	PRJNA1071982	SAMN39865248	SRX23599651	MFD00374.fa	SRX23627648	SRX23627647	SRX23662555
MFD00375	PRJNA1071982	SAMN39865249	SRX23599652	MFD00375.fa	SRX23627423	SRX23627650	SRX23662556
MFD00376	PRJNA1071982	SAMN39865250	SRX23599653	MFD00376.fa			
MFD00377	PRJNA1071982	SAMN39865251	SRX23599654	MFD00377.fa			
MFD00378	PRJNA1071982	SAMN39865252	SRX23599655	MFD00378.fa			
MFD00379	PRJNA1071982	SAMN39865253	SRX23599657	MFD00379.fa			
MFD00380	PRJNA1071982	SAMN39865254	SRX23599658	MFD00380.fa			
MFD00381	PRJNA1071982	SAMN39865255	SRX23599659	MFD00381.fa			
MFD00382	PRJNA1071982	SAMN39865256	SRX23599660	MFD00382.fa			
MFD00383	PRJNA1071982	SAMN39865257	SRX23599661	MFD00383.fa			
MFD00384	PRJNA1071982	SAMN39865258	SRX23600321	MFD00384.fa			
MFD00385	PRJNA1071982	SAMN39865259	SRX23600322	MFD00385.fa			
MFD00386	PRJNA1071982	SAMN39865260	SRX23600323	MFD00386.fa			
MFD00387	PRJNA1071982	SAMN39865261	SRX23600324	MFD00387.fa			
MFD00388	PRJNA1071982	SAMN39865262	SRX23600325	MFD00388.fa			
MFD00389	PRJNA1071982	SAMN39865263	SRX23600327	MFD00389.fa			
MFD00390	PRJNA1071982	SAMN39865264	SRX23600328	MFD00390.fa			
MFD00391	PRJNA1071982	SAMN39865265	SRX23600329	MFD00391.fa			
MFD00392	PRJNA1071982	SAMN39865266	SRX23600330	MFD00392.fa			
MFD00393	PRJNA1071982	SAMN39865267	SRX23600331	MFD00393.fa			
MFD00394	PRJNA1071982	SAMN39865268	SRX23600332	MFD00394.fa			
MFD00395	PRJNA1071982	SAMN39865269	SRX23600333	MFD00395.fa			
MFD00396	PRJNA1071982	SAMN39865270	SRX23600334	MFD00396.fa			
MFD00397	PRJNA1071982	SAMN39865271	SRX23600335	MFD00397.fa			
MFD00399	PRJNA1071982	SAMN39865272	SRX23600336	MFD00399.fa			
MFD00400	PRJNA1071982	SAMN39865273	SRX23600338	MFD00400.fa			
MFD00401	PRJNA1071982	SAMN39865274	SRX23600339	MFD00401.fa			
MFD00402	PRJNA1071982	SAMN39865275	SRX23600340	MFD00402.fa			
MFD00403	PRJNA1071982	SAMN39865276	SRX23600341	MFD00403.fa			
MFD00404	PRJNA1071982	SAMN39865277	SRX23600342	MFD00404.fa			
MFD00405	PRJNA1071982	SAMN39865278	SRX23600343	MFD00405.fa			
MFD00406	PRJNA1071982	SAMN39865279	SRX23600344	MFD00406.fa			
MFD00407	PRJNA1071982	SAMN39865280	SRX23600345	MFD00407.fa			
MFD00408	PRJNA1071982	SAMN39865281	SRX23600346	MFD00408.fa			
MFD00409	PRJNA1071982	SAMN39865282	SRX23600347	MFD00409.fa			
MFD00410	PRJNA1071982	SAMN39865283	SRX23600349	MFD00410.fa			
MFD00411	PRJNA1071982	SAMN39865284	SRX23600350	MFD00411.fa			
MFD00412	PRJNA1071982	SAMN39865285	SRX23600351	MFD00412.fa			
MFD00413	PRJNA1071982	SAMN39865286	SRX23600352	MFD00413.fa			
MFD00414	PRJNA1071982	SAMN39865287	SRX23599662	MFD00414.fa			
MFD00415	PRJNA1071982	SAMN39865288	SRX23599663	MFD00415.fa			
MFD00416	PRJNA1071982	SAMN39865289	SRX23599664	MFD00416.fa			
MFD00417	PRJNA1071982	SAMN39865290	SRX23599665	MFD00417.fa			
MFD00418	PRJNA1071982	SAMN39865291	SRX23599666	MFD00418.fa			
MFD00419	PRJNA1071982	SAMN39865292	SRX23599667	MFD00419.fa			
MFD00420	PRJNA1071982	SAMN39865293	SRX23599669	MFD00420.fa			
MFD00421	PRJNA1071982	SAMN39865294	SRX23599670	MFD00421.fa			
MFD00422	PRJNA1071982	SAMN39865295	SRX23599671	MFD00422.fa			
MFD00423	PRJNA1071982	SAMN39865296	SRX23599672	MFD00423.fa			
MFD00424	PRJNA1071982	SAMN39865297	SRX23599673	MFD00424.fa			
MFD00425	PRJNA1071982	SAMN39865298	SRX23599674	MFD00425.fa			
MFD00426	PRJNA1071982	SAMN39865299	SRX23599675	MFD00426.fa			
MFD00427	PRJNA1071982	SAMN39865300	SRX23599676	MFD00427.fa			
MFD00428	PRJNA1071982	SAMN39865301	SRX23599677	MFD00428.fa			
MFD00429	PRJNA1071982	SAMN39865302	SRX23599678	MFD00429.fa			
MFD00430	PRJNA1071982	SAMN39865303	SRX23599680	MFD00430.fa			
MFD00431	PRJNA1071982	SAMN39865304	SRX23599681	MFD00431.fa			
MFD00432	PRJNA1071982	SAMN39865305	SRX23599682	MFD00432.fa			
MFD00433	PRJNA1071982	SAMN39865306	SRX23599683	MFD00433.fa			
MFD00434	PRJNA1071982	SAMN39865307	SRX23599684	MFD00434.fa			
MFD00435	PRJNA1071982	SAMN39865308	SRX23599685	MFD00435.fa			
MFD00436	PRJNA1071982	SAMN39865309	SRX23599686	MFD00436.fa			
MFD00437	PRJNA1071982	SAMN39865310	SRX23599687	MFD00437.fa			
MFD00438	PRJNA1071982	SAMN39865311	SRX23599688	MFD00438.fa			
MFD00439	PRJNA1071982	SAMN39865312	SRX23599689	MFD00439.fa			
MFD00440	PRJNA1071982	SAMN39865313	SRX23599691	MFD00440.fa			
MFD00441	PRJNA1071982	SAMN39865314	SRX23599692	MFD00441.fa			
MFD00442	PRJNA1071982	SAMN39865315	SRX23599995	MFD00442.fa			
MFD00443	PRJNA1071982	SAMN39865316	SRX23599996	MFD00443.fa			
MFD00444	PRJNA1071982	SAMN39865317	SRX23599997	MFD00444.fa			
MFD00445	PRJNA1071982	SAMN39865318	SRX23599998	MFD00445.fa			
MFD00446	PRJNA1071982	SAMN39865319	SRX23599999	MFD00446.fa			
MFD00447	PRJNA1071982	SAMN39865320	SRX23600000	MFD00447.fa			
MFD00448	PRJNA1071982	SAMN39865321	SRX23600001	MFD00448.fa			
MFD00449	PRJNA1071982	SAMN39865322	SRX23600002	MFD00449.fa			
MFD00450	PRJNA1071982	SAMN39865323	SRX23600004	MFD00450.fa			
MFD00451	PRJNA1071982	SAMN39865324	SRX23600005	MFD00451.fa			
MFD00452	PRJNA1071982	SAMN39865325	SRX23600006	MFD00452.fa			
MFD00453	PRJNA1071982	SAMN39865326	SRX23600007	MFD00453.fa			
MFD00454	PRJNA1071982	SAMN39865327	SRX23600008	MFD00454.fa			
MFD00455	PRJNA1071982	SAMN39865328	SRX23600009	MFD00455.fa			
MFD00456	PRJNA1071982	SAMN39865329	SRX23600010	MFD00456.fa			
MFD00458	PRJNA1071982	SAMN39865330	SRX23600011	MFD00458.fa			
MFD00459	PRJNA1071982	SAMN39865331	SRX23600012	MFD00459.fa			
MFD00460	PRJNA1071982	SAMN39865332	SRX23600013	MFD00460.fa			
MFD00461	PRJNA1071982	SAMN39865333	SRX23600016	MFD00461.fa			
MFD00462	PRJNA1071982	SAMN39865334	SRX23600017	MFD00462.fa			
MFD00463	PRJNA1071982	SAMN39865335	SRX23600018	MFD00463.fa			
MFD00464	PRJNA1071982	SAMN39865336	SRX23600019	MFD00464.fa			
MFD00465	PRJNA1071982	SAMN39865337	SRX23600020	MFD00465.fa			
MFD00466	PRJNA1071982	SAMN39865338	SRX23600021	MFD00466.fa			
MFD00467	PRJNA1071982	SAMN39865339	SRX23600022	MFD00467.fa			
MFD00468	PRJNA1071982	SAMN39865340	SRX23600023	MFD00468.fa			
MFD00469	PRJNA1071982	SAMN39865341	SRX23600024	MFD00469.fa			
MFD00470	PRJNA1071982	SAMN39865342	SRX23600025	MFD00470.fa			
MFD00471	PRJNA1071982	SAMN39865343	SRX23599693	MFD00471.fa			
MFD00472	PRJNA1071982	SAMN39865344	SRX23599694	MFD00472.fa			
MFD00473	PRJNA1071982	SAMN39865345	SRX23599695	MFD00473.fa			
MFD00474	PRJNA1071982	SAMN39865346	SRX23599696	MFD00474.fa			
MFD00475	PRJNA1071982	SAMN39865347	SRX23599697	MFD00475.fa			
MFD00476	PRJNA1071982	SAMN39865348	SRX23599698	MFD00476.fa			
MFD00477	PRJNA1071982	SAMN39865349	SRX23599699	MFD00477.fa			
MFD00478	PRJNA1071982	SAMN39865350	SRX23599700	MFD00478.fa			
MFD00479	PRJNA1071982	SAMN39865351	SRX23599701	MFD00479.fa			
MFD00480	PRJNA1071982	SAMN39865352	SRX23599702	MFD00480.fa			
MFD00481	PRJNA1071982	SAMN39865353	SRX23599704	MFD00481.fa			
MFD00482	PRJNA1071982	SAMN39865354	SRX23599705	MFD00482.fa			
MFD00483	PRJNA1071982	SAMN39865355	SRX23599706	MFD00483.fa			
MFD00484	PRJNA1071982	SAMN39865356	SRX23599707	MFD00484.fa			
MFD00485	PRJNA1071982	SAMN39865357	SRX23599708	MFD00485.fa			
MFD00486	PRJNA1071982	SAMN39865358	SRX23599709	MFD00486.fa			
MFD00487	PRJNA1071982	SAMN39865359	SRX23599710	MFD00487.fa			
MFD00488	PRJNA1071982	SAMN39865360	SRX23599711	MFD00488.fa			
MFD00489	PRJNA1071982	SAMN39865361	SRX23599712	MFD00489.fa			
MFD00490	PRJNA1071982	SAMN39865362	SRX23599713	MFD00490.fa			
MFD00491	PRJNA1071982	SAMN39865363	SRX23599715	MFD00491.fa			
MFD00492	PRJNA1071982	SAMN39865364	SRX23599716	MFD00492.fa			
MFD00493	PRJNA1071982	SAMN39865365	SRX23599717	MFD00493.fa			
MFD00494	PRJNA1071982	SAMN39865366	SRX23599718	MFD00494.fa			
MFD00495	PRJNA1071982	SAMN39865367	SRX23599719	MFD00495.fa			
MFD00496	PRJNA1071982	SAMN39865368	SRX23599720	MFD00496.fa			
MFD00497	PRJNA1071982	SAMN39865369	SRX23599721	MFD00497.fa			
MFD00498	PRJNA1071982	SAMN39865370	SRX23599722	MFD00498.fa			
MFD00499	PRJNA1071982	SAMN39865371	SRX23599723	MFD00499.fa			
MFD00500	PRJNA1071982	SAMN39865372	SRX23599724	MFD00500.fa			
MFD00501	PRJNA1071982	SAMN39865373	SRX23600028	MFD00501.fa			
MFD00502	PRJNA1071982	SAMN39865374	SRX23600029	MFD00502.fa			
MFD00503	PRJNA1071982	SAMN39865375	SRX23600030	MFD00503.fa			
MFD00504	PRJNA1071982	SAMN39865376	SRX23600031	MFD00504.fa			
MFD00505	PRJNA1071982	SAMN39865377	SRX23600032	MFD00505.fa			
MFD00506	PRJNA1071982	SAMN39865378	SRX23600033	MFD00506.fa			
MFD00507	PRJNA1071982	SAMN39865379	SRX23600034	MFD00507.fa			
MFD00508	PRJNA1071982	SAMN39865380	SRX23600035	MFD00508.fa			
MFD00509	PRJNA1071982	SAMN39865381	SRX23600036	MFD00509.fa			
MFD00510	PRJNA1071982	SAMN39865382	SRX23600037	MFD00510.fa			
MFD00511	PRJNA1071982	SAMN39865383	SRX23600039	MFD00511.fa			
MFD00512	PRJNA1071982	SAMN39865384	SRX23600040	MFD00512.fa			
MFD00513	PRJNA1071982	SAMN39865385	SRX23600041	MFD00513.fa			
MFD00514	PRJNA1071982	SAMN39865386	SRX23600042	MFD00514.fa			
MFD00515	PRJNA1071982	SAMN39865387	SRX23600043	MFD00515.fa			
MFD00516	PRJNA1071982	SAMN39865388	SRX23600044	MFD00516.fa			
MFD00517	PRJNA1071982	SAMN39865389	SRX23600045	MFD00517.fa			
MFD00518	PRJNA1071982	SAMN39865390	SRX23600046	MFD00518.fa			
MFD00519	PRJNA1071982	SAMN39865391	SRX23600047	MFD00519.fa			
MFD00520	PRJNA1071982	SAMN39865392	SRX23600048	MFD00520.fa			
MFD00521	PRJNA1071982	SAMN39865393	SRX23600050	MFD00521.fa			
MFD00522	PRJNA1071982	SAMN39865394	SRX23600051	MFD00522.fa			
MFD00523	PRJNA1071982	SAMN39865395	SRX23600052	MFD00523.fa			
MFD00524	PRJNA1071982	SAMN39865396	SRX23600053	MFD00524.fa			
MFD00525	PRJNA1071982	SAMN39865397	SRX23600054	MFD00525.fa			
MFD00526	PRJNA1071982	SAMN39865398	SRX23600055	MFD00526.fa			
MFD00527	PRJNA1071982	SAMN39865399	SRX23600056	MFD00527.fa			
MFD00528	PRJNA1071982	SAMN39865400	SRX23600057	MFD00528.fa			
MFD00529	PRJNA1071982	SAMN39865401	SRX23600058	MFD00529.fa			
MFD00530	PRJNA1071982	SAMN39865402	SRX23599725	MFD00530.fa			
MFD00531	PRJNA1071982	SAMN39865403	SRX23599727	MFD00531.fa			
MFD00532	PRJNA1071982	SAMN39865404	SRX23599728	MFD00532.fa			
MFD00533	PRJNA1071982	SAMN39865405	SRX23599729	MFD00533.fa			
MFD00534	PRJNA1071982	SAMN39865406	SRX23599730	MFD00534.fa			
MFD00535	PRJNA1071982	SAMN39865407	SRX23599731	MFD00535.fa			
MFD00536	PRJNA1071982	SAMN39865408	SRX23599732	MFD00536.fa			
MFD00537	PRJNA1071982	SAMN39865409	SRX23599733	MFD00537.fa			
MFD00538	PRJNA1071982	SAMN39865410	SRX23599734	MFD00538.fa			
MFD00539	PRJNA1071982	SAMN39865411	SRX23599735	MFD00539.fa			
MFD00540	PRJNA1071982	SAMN39865412	SRX23599736	MFD00540.fa			
MFD00541	PRJNA1071982	SAMN39865413	SRX23599738	MFD00541.fa			
MFD00542	PRJNA1071982	SAMN39865414	SRX23599739	MFD00542.fa			
MFD00543	PRJNA1071982	SAMN39865415	SRX23599740	MFD00543.fa			
MFD00544	PRJNA1071982	SAMN39865416	SRX23599741	MFD00544.fa			
MFD00545	PRJNA1071982	SAMN39865417	SRX23599742	MFD00545.fa			
MFD00546	PRJNA1071982	SAMN39865418	SRX23599743	MFD00546.fa			
MFD00547	PRJNA1071982	SAMN39865419	SRX23599744	MFD00547.fa			
MFD00548	PRJNA1071982	SAMN39865420	SRX23599745	MFD00548.fa			
MFD00549	PRJNA1071982	SAMN39865421	SRX23599746	MFD00549.fa			
MFD00550	PRJNA1071982	SAMN39865422	SRX23599747	MFD00550.fa			
MFD00551	PRJNA1071982	SAMN39865423	SRX23599749	MFD00551.fa			
MFD00552	PRJNA1071982	SAMN39865424	SRX23599750	MFD00552.fa			
MFD00553	PRJNA1071982	SAMN39865425	SRX23599751	MFD00553.fa			
MFD00554	PRJNA1071982	SAMN39865426	SRX23599752	MFD00554.fa			
MFD00555	PRJNA1071982	SAMN39865427	SRX23599753	MFD00555.fa			
MFD00556	PRJNA1071982	SAMN39865428	SRX23599754	MFD00556.fa			
MFD00557	PRJNA1071982	SAMN39865429	SRX23599755	MFD00557.fa			
MFD00558	PRJNA1071982	SAMN39865430	SRX23600059	MFD00558.fa			
MFD00559	PRJNA1071982	SAMN39865431	SRX23600060	MFD00559.fa			
MFD00560	PRJNA1071982	SAMN39865432	SRX23600061	MFD00560.fa			
MFD00561	PRJNA1071982	SAMN39865433	SRX23600064	MFD00561.fa			
MFD00562	PRJNA1071982	SAMN39865434	SRX23600065	MFD00562.fa			
MFD00563	PRJNA1071982	SAMN39865435	SRX23600066	MFD00563.fa			
MFD00564	PRJNA1071982	SAMN39865436	SRX23600067	MFD00564.fa			
MFD00565	PRJNA1071982	SAMN39865437	SRX23600068	MFD00565.fa			
MFD00566	PRJNA1071982	SAMN39865438	SRX23600069	MFD00566.fa			
MFD00567	PRJNA1071982	SAMN39865439	SRX23600070	MFD00567.fa			
MFD00568	PRJNA1071982	SAMN39865440	SRX23600071	MFD00568.fa			
MFD00569	PRJNA1071982	SAMN39865441	SRX23600072	MFD00569.fa			
MFD00570	PRJNA1071982	SAMN39865442	SRX23600073	MFD00570.fa			
MFD00571	PRJNA1071982	SAMN39865443	SRX23600075	MFD00571.fa			
MFD00572	PRJNA1071982	SAMN39865444	SRX23600076	MFD00572.fa			
MFD00573	PRJNA1071982	SAMN39865445	SRX23600077	MFD00573.fa			
MFD00574	PRJNA1071982	SAMN39865446	SRX23600078	MFD00574.fa			
MFD00575	PRJNA1071982	SAMN39865447	SRX23600079	MFD00575.fa			
MFD00576	PRJNA1071982	SAMN39865448	SRX23600080	MFD00576.fa			
MFD00577	PRJNA1071982	SAMN39865449	SRX23600081	MFD00577.fa			
MFD00578	PRJNA1071982	SAMN39865450	SRX23600082	MFD00578.fa			
MFD00579	PRJNA1071982	SAMN39865451	SRX23600083	MFD00579.fa			
MFD00580	PRJNA1071982	SAMN39865452	SRX23600084	MFD00580.fa			
MFD00581	PRJNA1071982	SAMN39865453	SRX23600086	MFD00581.fa			
MFD00582	PRJNA1071982	SAMN39865454	SRX23600087	MFD00582.fa			
MFD00583	PRJNA1071982	SAMN39865455	SRX23600088	MFD00583.fa			
MFD00584	PRJNA1071982	SAMN39865456	SRX23600089	MFD00584.fa			
MFD00585	PRJNA1071982	SAMN39865457	SRX23599756	MFD00585.fa			
MFD00586	PRJNA1071982	SAMN39865458	SRX23599757	MFD00586.fa			
MFD00587	PRJNA1071982	SAMN39865459	SRX23599758	MFD00587.fa			
MFD00588	PRJNA1071982	SAMN39865460	SRX23599759	MFD00588.fa			
MFD00589	PRJNA1071982	SAMN39865461	SRX23599760	MFD00589.fa			
MFD00590	PRJNA1071982	SAMN39865462	SRX23599761	MFD00590.fa			
MFD00591	PRJNA1071982	SAMN39865463	SRX23599763	MFD00591.fa			
MFD00592	PRJNA1071982	SAMN39865464	SRX23599764	MFD00592.fa			
MFD00593	PRJNA1071982	SAMN39865465	SRX23599765	MFD00593.fa			
MFD00594	PRJNA1071982	SAMN39865466	SRX23599766	MFD00594.fa			
MFD00595	PRJNA1071982	SAMN39865467	SRX23599767	MFD00595.fa	SRX23627425	SRX23627424	SRX23662557
MFD00596	PRJNA1071982	SAMN39865468	SRX23599768	MFD00596.fa			
MFD00597	PRJNA1071982	SAMN39865469	SRX23599769	MFD00597.fa			
MFD00598	PRJNA1071982	SAMN39865470	SRX23599770	MFD00598.fa			
MFD00599	PRJNA1071982	SAMN39865471	SRX23599771	MFD00599.fa			
MFD00600	PRJNA1071982	SAMN39865472	SRX23599772	MFD00600.fa			
MFD00601	PRJNA1071982	SAMN39865473	SRX23599774	MFD00601.fa			
MFD00603	PRJNA1071982	SAMN39865474	SRX23599775	MFD00603.fa			
MFD00605	PRJNA1071982	SAMN39865475	SRX23599776	MFD00605.fa			
MFD00606	PRJNA1071982	SAMN39865476	SRX23599777	MFD00606.fa			
MFD00607	PRJNA1071982	SAMN39865477	SRX23599778	MFD00607.fa			
MFD00608	PRJNA1071982	SAMN39865478	SRX23599779	MFD00608.fa			
MFD00609	PRJNA1071982	SAMN39865479	SRX23599780	MFD00609.fa			
MFD00610	PRJNA1071982	SAMN39865480	SRX23599781	MFD00610.fa			
MFD00611	PRJNA1071982	SAMN39865481	SRX23599782	MFD00611.fa			
MFD00612	PRJNA1071982	SAMN39865482	SRX23599783	MFD00612.fa	SRX23627427	SRX23627426	SRX23662558
MFD00613	PRJNA1071982	SAMN39865483	SRX23600090	MFD00613.fa			
MFD00614	PRJNA1071982	SAMN39865484	SRX23600091	MFD00614.fa			
MFD00615	PRJNA1071982	SAMN39865485	SRX23600092	MFD00615.fa			
MFD00617	PRJNA1071982	SAMN39865486	SRX23600093	MFD00617.fa			
MFD00618	PRJNA1071982	SAMN39865487	SRX23600094	MFD00618.fa			
MFD00619	PRJNA1071982	SAMN39865488	SRX23600095	MFD00619.fa			
MFD00620	PRJNA1071982	SAMN39865489	SRX23600096	MFD00620.fa			
MFD00621	PRJNA1071982	SAMN39865490	SRX23600097	MFD00621.fa			
MFD00622	PRJNA1071982	SAMN39865491	SRX23600098	MFD00622.fa	SRX23627429	SRX23627428	SRX23662559
MFD00623	PRJNA1071982	SAMN39865492	SRX23600099	MFD00623.fa			
MFD00624	PRJNA1071982	SAMN39865493	SRX23600101	MFD00624.fa			
MFD00625	PRJNA1071982	SAMN39865494	SRX23600102	MFD00625.fa			
MFD00626	PRJNA1071982	SAMN39865495	SRX23600103	MFD00626.fa			
MFD00627	PRJNA1071982	SAMN39865496	SRX23600104	MFD00627.fa			
MFD00628	PRJNA1071982	SAMN39865497	SRX23600105	MFD00628.fa			
MFD00629	PRJNA1071982	SAMN39865498	SRX23600106	MFD00629.fa			
MFD00630	PRJNA1071982	SAMN39865499	SRX23600107	MFD00630.fa			
MFD00631	PRJNA1071982	SAMN39865500	SRX23600108	MFD00631.fa			
MFD00632	PRJNA1071982	SAMN39865501	SRX23600109	MFD00632.fa			
MFD00634	PRJNA1071982	SAMN39865502	SRX23600110	MFD00634.fa			
MFD00635	PRJNA1071982	SAMN39865503	SRX23600112	MFD00635.fa			
MFD00636	PRJNA1071982	SAMN39865504	SRX23600113	MFD00636.fa			
MFD00637	PRJNA1071982	SAMN39865505	SRX23600114	MFD00637.fa			
MFD00638	PRJNA1071982	SAMN39865506	SRX23600115	MFD00638.fa			
MFD00639	PRJNA1071982	SAMN39865507	SRX23600116	MFD00639.fa			
MFD00640	PRJNA1071982	SAMN39865508	SRX23599785	MFD00640.fa			
MFD00641	PRJNA1071982	SAMN39865509	SRX23599786	MFD00641.fa			
MFD00642	PRJNA1071982	SAMN39865510	SRX23599787	MFD00642.fa			
MFD00643	PRJNA1071982	SAMN39865511	SRX23599788	MFD00643.fa			
MFD00644	PRJNA1071982	SAMN39865512	SRX23599789	MFD00644.fa			
MFD00645	PRJNA1071982	SAMN39865513	SRX23599791	MFD00645.fa			
MFD00646	PRJNA1071982	SAMN39865514	SRX23599792	MFD00646.fa			
MFD00647	PRJNA1071982	SAMN39865515	SRX23599793	MFD00647.fa			
MFD00648	PRJNA1071982	SAMN39865516	SRX23599794	MFD00648.fa			
MFD00649	PRJNA1071982	SAMN39865517	SRX23599795	MFD00649.fa			
MFD00650	PRJNA1071982	SAMN39865518	SRX23599796	MFD00650.fa			
MFD00651	PRJNA1071982	SAMN39865519	SRX23599797	MFD00651.fa			
MFD00652	PRJNA1071982	SAMN39865520	SRX23599798	MFD00652.fa			
MFD00653	PRJNA1071982	SAMN39865521	SRX23599799	MFD00653.fa			
MFD00654	PRJNA1071982	SAMN39865522	SRX23599800	MFD00654.fa			
MFD00655	PRJNA1071982	SAMN39865523	SRX23599802	MFD00655.fa			
MFD00656	PRJNA1071982	SAMN39865524	SRX23599803	MFD00656.fa			
MFD00657	PRJNA1071982	SAMN39865525	SRX23599804	MFD00657.fa			
MFD00659	PRJNA1071982	SAMN39865526	SRX23599805	MFD00659.fa			
MFD00660	PRJNA1071982	SAMN39865527	SRX23599806	MFD00660.fa			
MFD00661	PRJNA1071982	SAMN39865528	SRX23599807	MFD00661.fa			
MFD00662	PRJNA1071982	SAMN39865529	SRX23599808	MFD00662.fa			
MFD00663	PRJNA1071982	SAMN39865530	SRX23599809	MFD00663.fa			
MFD00664	PRJNA1071982	SAMN39874916	SRX23599810	MFD00664.fa			
MFD00665	PRJNA1071982	SAMN39865531	SRX23599811	MFD00665.fa			
MFD00666	PRJNA1071982	SAMN39865532	SRX23600117	MFD00666.fa			
MFD00667	PRJNA1071982	SAMN39865533	SRX23600118	MFD00667.fa			
MFD00668	PRJNA1071982	SAMN39865534	SRX23600119	MFD00668.fa			
MFD00669	PRJNA1071982	SAMN39865535	SRX23600120	MFD00669.fa			
MFD00670	PRJNA1071982	SAMN39865536	SRX23600121	MFD00670.fa			
MFD00671	PRJNA1071982	SAMN39865537	SRX23600122	MFD00671.fa			
MFD00672	PRJNA1071982	SAMN39865538	SRX23600123	MFD00672.fa			
MFD00673	PRJNA1071982	SAMN39865539	SRX23600124	MFD00673.fa	SRX23627431	SRX23627430	SRX23662560
MFD00674	PRJNA1071982	SAMN39865540	SRX23600125	MFD00674.fa			
MFD00675	PRJNA1071982	SAMN39865541	SRX23600126	MFD00675.fa			
MFD00676	PRJNA1071982	SAMN39865542	SRX23600128	MFD00676.fa			
MFD00677	PRJNA1071982	SAMN39865543	SRX23600129	MFD00677.fa			
MFD00678	PRJNA1071982	SAMN39865544	SRX23600130	MFD00678.fa			
MFD00679	PRJNA1071982	SAMN39865545	SRX23600131	MFD00679.fa			
MFD00680	PRJNA1071982	SAMN39865546	SRX23600132	MFD00680.fa			
MFD00681	PRJNA1071982	SAMN39865547	SRX23600133	MFD00681.fa			
MFD00682	PRJNA1071982	SAMN39865548	SRX23600134	MFD00682.fa			
MFD00683	PRJNA1071982	SAMN39865549	SRX23600135	MFD00683.fa			
MFD00684	PRJNA1071982	SAMN39865550	SRX23600136	MFD00684.fa	SRX23627434	SRX23627433	SRX23662561
MFD00685	PRJNA1071982	SAMN39865551	SRX23600137	MFD00685.fa			
MFD00686	PRJNA1071982	SAMN39865552	SRX23600139	MFD00686.fa			
MFD00687	PRJNA1071982	SAMN39865553	SRX23600140	MFD00687.fa			
MFD00688	PRJNA1071982	SAMN39865554	SRX23600141	MFD00688.fa			
MFD00689	PRJNA1071982	SAMN39865555	SRX23600142	MFD00689.fa			
MFD00690	PRJNA1071982	SAMN39865556	SRX23600143	MFD00690.fa			
MFD00691	PRJNA1071982	SAMN39865557	SRX23600144	MFD00691.fa			
